-2.788885533809661865e-01,0.000000000000000000e+00,7.142857313156127930e-01,1.000000000000000000e+00
4.135582968592643738e-02,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
7.152659296989440918e-01,5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
9.562804102897644043e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-9.296593070030212402e-01,1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
4.219187498092651367e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
9.510874748229980469e-01,5.000000000000000000e-01,-4.285714328289031982e-01,0.000000000000000000e+00
-3.619357049465179443e-01,-1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
6.645009517669677734e-01,-5.000000000000000000e-01,7.142857313156127930e-01,0.000000000000000000e+00
5.370393395423889160e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
3.016368150711059570e-01,-5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
4.592787623405456543e-01,0.000000000000000000e+00,4.285714328289031982e-01,1.000000000000000000e+00
3.671888709068298340e-01,1.000000000000000000e+00,7.142857313156127930e-01,1.000000000000000000e+00
-7.399482131004333496e-01,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-4.879286289215087891e-01,5.000000000000000000e-01,1.428571492433547974e-01,0.000000000000000000e+00
-7.999907732009887695e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
-4.016893804073333740e-01,-5.000000000000000000e-01,-7.142857313156127930e-01,0.000000000000000000e+00
9.761824011802673340e-01,0.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
8.615396618843078613e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
-6.443821787834167480e-01,0.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
2.788108885288238525e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-3.245465457439422607e-01,5.000000000000000000e-01,-7.142857313156127930e-01,0.000000000000000000e+00
-6.563065052032470703e-01,1.000000000000000000e+00,-4.285714328289031982e-01,1.000000000000000000e+00
-4.471793770790100098e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-8.304125070571899414e-01,-5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
1.201113238930702209e-01,0.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-1.301412880420684814e-01,-5.000000000000000000e-01,-4.285714328289031982e-01,0.000000000000000000e+00
5.307739973068237305e-01,0.000000000000000000e+00,-4.285714328289031982e-01,1.000000000000000000e+00
9.081326723098754883e-01,5.000000000000000000e-01,7.142857313156127930e-01,0.000000000000000000e+00
3.492636680603027344e-01,1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
6.641853451728820801e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-8.962247371673583984e-01,-1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
6.411584615707397461e-01,1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
-2.317468672990798950e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-2.503483593463897705e-01,-5.000000000000000000e-01,-1.428571492433547974e-01,0.000000000000000000e+00
9.388959407806396484e-01,5.000000000000000000e-01,-4.285714328289031982e-01,0.000000000000000000e+00
8.243974447250366211e-01,-1.000000000000000000e+00,-4.285714328289031982e-01,1.000000000000000000e+00
-4.447884559631347656e-01,1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-7.229100465774536133e-01,1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
-3.697585463523864746e-01,-5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
