-9.603347778320312500e-01,5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
-9.263770580291748047e-01,-1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-1.713173836469650269e-01,1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-4.659700989723205566e-01,1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
6.406813859939575195e-02,5.000000000000000000e-01,-4.285714328289031982e-01,0.000000000000000000e+00
3.473670482635498047e-01,-1.000000000000000000e+00,-4.285714328289031982e-01,1.000000000000000000e+00
-1.224383432418107986e-02,1.000000000000000000e+00,4.285714328289031982e-01,1.000000000000000000e+00
8.630768954753875732e-02,-1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
-4.002661406993865967e-01,1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
1.672035753726959229e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
-6.656385660171508789e-01,1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-9.741469621658325195e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-2.737390697002410889e-01,0.000000000000000000e+00,4.285714328289031982e-01,1.000000000000000000e+00
6.138356328010559082e-01,-5.000000000000000000e-01,-1.428571492433547974e-01,0.000000000000000000e+00
9.441435337066650391e-01,-1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
5.565927028656005859e-01,0.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-3.516291677951812744e-01,-1.000000000000000000e+00,4.285714328289031982e-01,1.000000000000000000e+00
5.364345908164978027e-01,1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
3.227709829807281494e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
6.857715249061584473e-01,-1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
3.224200904369354248e-01,5.000000000000000000e-01,1.428571492433547974e-01,0.000000000000000000e+00
1.868444979190826416e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.439802885055541992e-01,5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
-5.665485858917236328e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
7.505967020988464355e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
6.686428934335708618e-02,5.000000000000000000e-01,1.428571492433547974e-01,0.000000000000000000e+00
8.220477104187011719e-01,-1.000000000000000000e+00,-7.142857313156127930e-01,1.000000000000000000e+00
-6.862038969993591309e-01,-5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.565815567970275879e-01,-1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
-3.844345808029174805e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00
-4.441708922386169434e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
-3.026296794414520264e-01,-5.000000000000000000e-01,-1.428571492433547974e-01,0.000000000000000000e+00
4.454299211502075195e-01,0.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
-6.846577525138854980e-01,-5.000000000000000000e-01,-1.428571492433547974e-01,0.000000000000000000e+00
-7.312773466110229492e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.200036644935607910e-01,-1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
7.672481238842010498e-02,-5.000000000000000000e-01,4.285714328289031982e-01,0.000000000000000000e+00
4.723783954977989197e-02,5.000000000000000000e-01,-7.142857313156127930e-01,0.000000000000000000e+00
-2.632438540458679199e-01,-5.000000000000000000e-01,-4.285714328289031982e-01,0.000000000000000000e+00
2.761967480182647705e-01,-1.000000000000000000e+00,1.428571492433547974e-01,1.000000000000000000e+00
5.645102858543395996e-01,-5.000000000000000000e-01,-1.428571492433547974e-01,0.000000000000000000e+00
8.959642052650451660e-01,-1.000000000000000000e+00,-1.428571492433547974e-01,1.000000000000000000e+00
-1.880215257406234741e-01,5.000000000000000000e-01,7.142857313156127930e-01,0.000000000000000000e+00
